Region,Site,Longitude,Latitude,SiteType,Year,Survey_Date,Season,DFOArea,Species,Inferred,NonPup,Pup,Swimmers,Total
Salish Sea,Major Islet,-124.815631,49.989362,W,2009,2009-02-08,winter,DFO Area 15,California,N,0,NA,0,0
Salish Sea,Major Islet,-124.815631,49.989362,W,2012,2012-10-21,fall,DFO Area 15,California,N,0,NA,0,0
Salish Sea,Major Islet,-124.815631,49.989362,W,2016,2016-10-29,fall,DFO Area 15,California,N,0,NA,0,0
Salish Sea,Major Islet,-124.815631,49.989362,W,2017,2017-02-07,winter,DFO Area 15,California,N,38,NA,0,38
Salish Sea,Major Islet,-124.815631,49.989362,W,2020,2020-11-20,winter,DFO Area 15,California,N,0,NA,0,0
Salish Sea,Major Islet,-124.815631,49.989362,W,2020,2020-12-23,winter,DFO Area 15,California,N,0,NA,0,0
Salish Sea,Major Islet,-124.815631,49.989362,W,2021,2021-01-18,winter,DFO Area 15,California,N,0,NA,0,0
Salish Sea,Major Islet,-124.815631,49.989362,W,2021,2021-02-23,winter,DFO Area 15,California,N,0,NA,0,0
Salish Sea,Major Islet,-124.815631,49.989362,W,2021,2021-03-22,winter,DFO Area 15,California,N,0,NA,0,0
Salish Sea,Mittlenatch Island,-124.997576,49.950834,W,1986,1986-02-21,winter,DFO Area 15,California,N,0,NA,0,0
Salish Sea,Mittlenatch Island,-124.997576,49.950834,W,1991,1991-02-21,winter,DFO Area 15,California,N,0,NA,0,0
Salish Sea,Mittlenatch Island,-124.997576,49.950834,W,1992,1992-02-18,winter,DFO Area 15,California,N,0,NA,0,0
Salish Sea,Mittlenatch Island,-124.997576,49.950834,W,1994,1994-02-18,winter,DFO Area 15,California,N,1,NA,0,1
Salish Sea,Mittlenatch Island,-124.997576,49.950834,W,1997,1997-02-12,winter,DFO Area 15,California,N,0,NA,0,0
Salish Sea,Mittlenatch Island,-124.997576,49.950834,W,1998,1998-02-17,winter,DFO Area 15,California,N,2,NA,0,2
Salish Sea,Mittlenatch Island,-124.997576,49.950834,W,1999,1999-03-04,winter,DFO Area 15,California,N,0,NA,0,0
Salish Sea,Mittlenatch Island,-124.997576,49.950834,W,1999,1999-04-05,spring,DFO Area 15,California,N,5,NA,0,5
Salish Sea,Mittlenatch Island,-124.997576,49.950834,W,2000,2000-02-24,winter,DFO Area 15,California,N,0,NA,0,0
Salish Sea,Mittlenatch Island,-124.997576,49.950834,W,2002,2002-02-27,winter,DFO Area 15,California,N,0,NA,0,0
Salish Sea,Mittlenatch Island,-124.997576,49.950834,W,2002,2002-04-04,spring,DFO Area 15,California,N,0,NA,8,8
Salish Sea,Mittlenatch Island,-124.997576,49.950834,W,2003,2003-02-14,winter,DFO Area 15,California,N,0,NA,0,0
Salish Sea,Mittlenatch Island,-124.997576,49.950834,W,2004,2004-02-10,winter,DFO Area 15,California,N,6,NA,0,6
Salish Sea,Mittlenatch Island,-124.997576,49.950834,W,2005,2005-02-22,winter,DFO Area 15,California,N,1,NA,0,1
Salish Sea,Mittlenatch Island,-124.997576,49.950834,W,2005,2005-02-25,winter,DFO Area 15,California,N,0,NA,0,0
Salish Sea,Mittlenatch Island,-124.997576,49.950834,W,2008,2008-10-05,fall,DFO Area 15,California,N,0,NA,0,0
Salish Sea,Mittlenatch Island,-124.997576,49.950834,W,2009,2009-02-08,winter,DFO Area 15,California,N,0,NA,0,0
Salish Sea,Mittlenatch Island,-124.997576,49.950834,W,2009,2009-04-28,spring,DFO Area 15,California,N,17,NA,0,17
Salish Sea,Mittlenatch Island,-124.997576,49.950834,W,2012,2012-10-21,fall,DFO Area 15,California,N,1,NA,0,1
Salish Sea,Mittlenatch Island,-124.997576,49.950834,W,2016,2016-10-29,fall,DFO Area 15,California,N,0,NA,0,0
Salish Sea,Mittlenatch Island,-124.997576,49.950834,W,2017,2017-02-07,winter,DFO Area 15,California,N,0,NA,0,0
Salish Sea,Mittlenatch Island,-124.997576,49.950834,W,2020,2020-11-20,winter,DFO Area 15,California,N,0,NA,0,0
Salish Sea,Mittlenatch Island,-124.997576,49.950834,W,2020,2020-12-23,winter,DFO Area 15,California,N,0,NA,0,0
Salish Sea,Mittlenatch Island,-124.997576,49.950834,W,2021,2021-01-18,winter,DFO Area 15,California,N,3,NA,0,3
Salish Sea,Mittlenatch Island,-124.997576,49.950834,W,2021,2021-02-23,winter,DFO Area 15,California,N,3,NA,0,3
Salish Sea,Mittlenatch Island,-124.997576,49.950834,W,2021,2021-03-22,winter,DFO Area 15,California,N,13,NA,0,13
Salish Sea,Mouat Islands,-124.462641,49.633151,W,2009,ns,winter,DFO Area 16,California,N,NA,NA,NA,NA
Salish Sea,Mouat Islands,-124.462641,49.633151,W,2012,2012-10-21,fall,DFO Area 16,California,N,0,NA,0,0
Salish Sea,Mouat Islands,-124.462641,49.633151,W,2016,2016-10-30,fall,DFO Area 16,California,N,0,NA,0,0
Salish Sea,Mouat Islands,-124.462641,49.633151,W,2017,2017-02-07,winter,DFO Area 16,California,N,1,NA,0,1
Salish Sea,Mouat Islands,-124.462641,49.633151,W,2020,ns,winter,DFO Area 16,California,N,NA,NA,NA,NA
Salish Sea,Mouat Islands,-124.462641,49.633151,W,2021,2021-01-18,winter,DFO Area 16,California,N,0,NA,0,0
Salish Sea,Mouat Islands,-124.462641,49.633151,W,2021,2021-03-22,winter,DFO Area 16,California,N,0,NA,0,0
Salish Sea,Mouat Islands,-124.462641,49.633151,W,2021,ns,winter,DFO Area 16,California,N,NA,NA,NA,NA
Salish Sea,Mud Bay,-124.785667,49.480167,W,1984,1984-02-15,winter,DFO Area 14,California,N,0,NA,0,0
Salish Sea,Mud Bay,-124.785667,49.480167,W,1989,1989-02-21,winter,DFO Area 14,California,N,0,NA,0,0
Salish Sea,Mud Bay,-124.785667,49.480167,W,2009,2009-02-09,winter,DFO Area 14,California,N,0,NA,0,0
Salish Sea,Mud Bay,-124.785667,49.480167,W,2012,2012-10-25,fall,DFO Area 14,California,N,0,NA,0,0
Salish Sea,Mud Bay,-124.785667,49.480167,W,2016,2016-10-29,fall,DFO Area 14,California,N,0,NA,0,0
Salish Sea,Mud Bay,-124.785667,49.480167,W,2017,2017-02-07,winter,DFO Area 14,California,N,0,NA,0,0
Salish Sea,Mud Bay,-124.785667,49.480167,W,2020,2020-11-20,winter,DFO Area 14,California,N,0,NA,0,0
Salish Sea,Mud Bay,-124.785667,49.480167,W,2020,2020-12-23,winter,DFO Area 14,California,N,149,NA,0,149
Salish Sea,Mud Bay,-124.785667,49.480167,W,2021,2021-01-18,winter,DFO Area 14,California,N,53,NA,4,57
Salish Sea,Mud Bay,-124.785667,49.480167,W,2021,2021-02-23,winter,DFO Area 14,California,N,416,NA,1,417
Salish Sea,Mud Bay,-124.785667,49.480167,W,2021,2021-03-22,winter,DFO Area 14,California,N,1017,NA,49,1066
Salish Sea,N Buckley Bay Oyster Farms,-124.864739,49.555279,W,2009,2009-02-09,winter,DFO Area 14,California,N,0,NA,0,0
Salish Sea,N Buckley Bay Oyster Farms,-124.864739,49.555279,W,2012,2012-10-25,fall,DFO Area 14,California,N,0,NA,0,0
Salish Sea,N Buckley Bay Oyster Farms,-124.864739,49.555279,W,2016,2016-10-29,fall,DFO Area 14,California,N,0,NA,0,0
Salish Sea,N Buckley Bay Oyster Farms,-124.864739,49.555279,W,2017,2017-02-07,winter,DFO Area 14,California,N,97,NA,0,97
Salish Sea,N Buckley Bay Oyster Farms,-124.864739,49.555279,W,2020,2020-11-20,winter,DFO Area 14,California,N,4,NA,0,4
Salish Sea,N Buckley Bay Oyster Farms,-124.864739,49.555279,W,2020,2020-12-23,winter,DFO Area 14,California,N,17,NA,0,17
Salish Sea,N Buckley Bay Oyster Farms,-124.864739,49.555279,W,2021,2021-01-18,winter,DFO Area 14,California,N,6,NA,0,6
Salish Sea,N Buckley Bay Oyster Farms,-124.864739,49.555279,W,2021,2021-02-23,winter,DFO Area 14,California,N,247,NA,5,252
Salish Sea,N Buckley Bay Oyster Farms,-124.864739,49.555279,W,2021,2021-03-22,winter,DFO Area 14,California,N,156,NA,3,159
Salish Sea,N Qualicum,-124.603834,49.401334,W,1985,1985-03-28,winter,DFO Area 14,California,N,0,NA,111,111
Salish Sea,N Qualicum,-124.603834,49.401334,W,1998,1998-02-17,winter,DFO Area 14,California,N,0,NA,1,1
Salish Sea,N Qualicum,-124.603834,49.401334,W,2004,2004-02-10,winter,DFO Area 14,California,N,0,NA,4,4
Salish Sea,N Qualicum,-124.603834,49.401334,W,2017,2017-02-07,winter,DFO Area 14,California,N,0,NA,52,52
Salish Sea,N Thormanby Island,-124.010167,49.510834,W,1999,1999-04-05,spring,DFO Area 16,California,N,0,NA,65,65
Salish Sea,N Thormanby Island,-124.010167,49.510834,W,2002,2002-04-04,spring,DFO Area 16,California,N,0,NA,15,15
Salish Sea,N Thormanby Island,-124.010167,49.510834,W,2004,2004-02-10,winter,DFO Area 16,California,N,0,NA,9,9
Salish Sea,NE Valdes Island,-123.665794,49.108031,W,2004,2004-02-09,winter,DFO Area 29,California,N,0,NA,0,0
Salish Sea,NE Valdes Island,-123.665794,49.108031,W,2009,2009-02-09,winter,DFO Area 29,California,N,0,NA,0,0
Salish Sea,NE Valdes Island,-123.665794,49.108031,W,2012,2012-10-25,fall,DFO Area 29,California,N,0,NA,0,0
Salish Sea,NE Valdes Island,-123.665794,49.108031,W,2016,2016-10-30,fall,DFO Area 29,California,N,3,NA,3,6
Salish Sea,NE Valdes Island,-123.665794,49.108031,W,2017,2017-02-07,winter,DFO Area 29,California,N,2,NA,0,2
Salish Sea,NE Valdes Island,-123.665794,49.108031,W,2020,2020-11-21,winter,DFO Area 29,California,N,0,NA,0,0
Salish Sea,NE Valdes Island,-123.665794,49.108031,W,2020,2020-12-24,winter,DFO Area 29,California,N,10,NA,0,10
Salish Sea,NE Valdes Island,-123.665794,49.108031,W,2021,2021-01-19,winter,DFO Area 29,California,N,0,NA,0,0
Salish Sea,NE Valdes Island,-123.665794,49.108031,W,2021,2021-02-23,winter,DFO Area 29,California,N,0,NA,0,0
Salish Sea,NE Valdes Island,-123.665794,49.108031,W,2021,2021-03-22,winter,DFO Area 29,California,N,0,NA,0,0
Salish Sea,Norris-Heron Rocks,-124.648167,49.483834,W,1994,1994-02-18,winter,DFO Area 14,California,N,862,NA,0,862
Salish Sea,Norris-Heron Rocks,-124.648167,49.483834,W,1997,1997-02-12,winter,DFO Area 14,California,N,80,NA,0,80
Salish Sea,Norris-Heron Rocks,-124.648167,49.483834,W,1998,1998-02-17,winter,DFO Area 14,California,N,90,NA,0,90
Salish Sea,Norris-Heron Rocks,-124.648167,49.483834,W,1998,1998-02-18,winter,DFO Area 14,California,N,34,NA,35,69
Salish Sea,Norris-Heron Rocks,-124.648167,49.483834,W,1999,1999-03-04,winter,DFO Area 14,California,N,900,NA,0,900
Salish Sea,Norris-Heron Rocks,-124.648167,49.483834,W,1999,1999-04-05,spring,DFO Area 14,California,N,85,NA,0,85
Salish Sea,Norris-Heron Rocks,-124.648167,49.483834,W,2000,2000-02-24,winter,DFO Area 14,California,N,1238,NA,0,1238
Salish Sea,Norris-Heron Rocks,-124.648167,49.483834,W,2002,2002-02-27,winter,DFO Area 14,California,N,142,NA,0,142
Salish Sea,Norris-Heron Rocks,-124.648167,49.483834,W,2002,2002-04-04,spring,DFO Area 14,California,N,0,NA,10,10
Salish Sea,Norris-Heron Rocks,-124.648167,49.483834,W,2003,2003-02-14,winter,DFO Area 14,California,N,95,NA,0,95
Salish Sea,Norris-Heron Rocks,-124.648167,49.483834,W,2004,2004-02-10,winter,DFO Area 14,California,N,82,NA,0,82
Salish Sea,Norris-Heron Rocks,-124.648167,49.483834,W,2005,2005-02-22,winter,DFO Area 14,California,N,80,NA,0,80
Salish Sea,Norris-Heron Rocks,-124.648167,49.483834,W,2005,2005-02-23,winter,DFO Area 14,California,N,80,NA,0,80
Salish Sea,Norris-Heron Rocks,-124.648167,49.483834,W,2005,2005-02-25,winter,DFO Area 14,California,N,20,NA,0,20
Salish Sea,Norris-Heron Rocks,-124.648167,49.483834,W,2008,2008-10-05,fall,DFO Area 14,California,N,0,NA,0,0
Salish Sea,Norris-Heron Rocks,-124.648167,49.483834,W,2009,2009-02-09,winter,DFO Area 14,California,N,55,NA,0,55
Salish Sea,Norris-Heron Rocks,-124.648167,49.483834,W,2009,2009-04-28,spring,DFO Area 14,California,N,0,NA,0,0
Salish Sea,Norris-Heron Rocks,-124.648167,49.483834,W,2012,2012-10-25,fall,DFO Area 14,California,N,1,NA,0,1
Salish Sea,Norris-Heron Rocks,-124.648167,49.483834,W,2016,2016-10-30,fall,DFO Area 14,California,N,8,NA,1,9
Salish Sea,Norris-Heron Rocks,-124.648167,49.483834,W,2017,2017-02-07,winter,DFO Area 14,California,N,10,NA,4,14
Salish Sea,Norris-Heron Rocks,-124.648167,49.483834,W,2020,2020-11-20,winter,DFO Area 14,California,N,0,NA,0,0
Salish Sea,Norris-Heron Rocks,-124.648167,49.483834,W,2020,2020-12-23,winter,DFO Area 14,California,N,0,NA,0,0
Salish Sea,Norris-Heron Rocks,-124.648167,49.483834,W,2021,2021-01-18,winter,DFO Area 14,California,N,15,NA,0,15
Salish Sea,Norris-Heron Rocks,-124.648167,49.483834,W,2021,2021-02-23,winter,DFO Area 14,California,N,1,NA,18,19
Salish Sea,Norris-Heron Rocks,-124.648167,49.483834,W,2021,2021-03-22,winter,DFO Area 14,California,N,0,NA,0,0
Salish Sea,North Union Point logbooms,-124.889334,49.601851,W,2002,2002-04-04,spring,DFO Area 14,California,N,275,NA,0,275
Salish Sea,North Union Point logbooms,-124.889334,49.601851,W,2004,2004-02-10,winter,DFO Area 14,California,N,140,NA,0,140
Salish Sea,North Union Point logbooms,-124.889334,49.601851,W,2009,2009-02-09,winter,DFO Area 14,California,N,0,NA,0,0
Salish Sea,North Union Point logbooms,-124.889334,49.601851,W,2012,2012-10-25,fall,DFO Area 14,California,N,67,NA,0,67
Salish Sea,North Union Point logbooms,-124.889334,49.601851,W,2016,2016-10-29,fall,DFO Area 14,California,N,317,NA,4,321
Salish Sea,North Union Point logbooms,-124.889334,49.601851,W,2017,2017-02-07,winter,DFO Area 14,California,N,10,NA,14,24
Salish Sea,North Union Point logbooms,-124.889334,49.601851,W,2020,2020-11-20,winter,DFO Area 14,California,N,4,NA,0,4
Salish Sea,North Union Point logbooms,-124.889334,49.601851,W,2020,2020-12-23,winter,DFO Area 14,California,N,0,NA,0,0
Salish Sea,North Union Point logbooms,-124.889334,49.601851,W,2021,2021-01-18,winter,DFO Area 14,California,N,0,NA,0,0
Salish Sea,North Union Point logbooms,-124.889334,49.601851,W,2021,2021-02-23,winter,DFO Area 14,California,N,0,NA,0,0
Salish Sea,North Union Point logbooms,-124.889334,49.601851,W,2021,2021-03-22,winter,DFO Area 14,California,N,0,NA,0,0
Salish Sea,Northwest Bay,-124.205001,49.299334,W,1978,1978-02-09,winter,DFO Area 14,California,N,0,NA,0,0
Salish Sea,Northwest Bay,-124.205001,49.299334,W,1987,1987-02-17,winter,DFO Area 14,California,N,0,NA,10,10
Salish Sea,Northwest Bay,-124.205001,49.299334,W,1988,1988-02-16,winter,DFO Area 14,California,N,0,NA,0,0
Salish Sea,Northwest Bay,-124.205001,49.299334,W,1989,1989-02-21,winter,DFO Area 14,California,N,0,NA,0,0
Salish Sea,Northwest Bay,-124.205001,49.299334,W,1992,1992-02-18,winter,DFO Area 14,California,N,0,NA,0,0
Salish Sea,Northwest Bay,-124.205001,49.299334,W,2002,2002-02-27,winter,DFO Area 14,California,N,300,NA,0,300
Salish Sea,Northwest Bay,-124.205001,49.299334,W,2002,2002-04-04,spring,DFO Area 14,California,N,459,NA,0,459
Salish Sea,Northwest Bay,-124.205001,49.299334,W,2003,2003-02-14,winter,DFO Area 14,California,N,255,NA,0,255
Salish Sea,Northwest Bay,-124.205001,49.299334,W,2004,2004-02-10,winter,DFO Area 14,California,N,250,NA,0,250
Salish Sea,Northwest Bay,-124.205001,49.299334,W,2005,2005-02-23,winter,DFO Area 14,California,N,62,NA,0,62
Salish Sea,Northwest Bay,-124.205001,49.299334,W,2009,2010-01-25,winter,DFO Area 14,California,N,0,NA,0,0
Salish Sea,Northwest Bay,-124.205001,49.299334,W,2012,2012-10-25,fall,DFO Area 14,California,N,442,NA,0,442
Salish Sea,Northwest Bay,-124.205001,49.299334,W,2016,ns,fall,DFO Area 14,California,N,NA,NA,NA,NA
Salish Sea,Northwest Bay,-124.205001,49.299334,W,2017,2017-02-07,winter,DFO Area 14,California,N,639,NA,3,642
Salish Sea,Northwest Bay,-124.205001,49.299334,W,2020,2020-11-20,winter,DFO Area 14,California,N,243,NA,0,243
Salish Sea,Northwest Bay,-124.205001,49.299334,W,2020,2020-12-23,winter,DFO Area 14,California,N,199,NA,0,199
Salish Sea,Northwest Bay,-124.205001,49.299334,W,2021,2021-01-18,winter,DFO Area 14,California,N,7,NA,0,7
Salish Sea,Northwest Bay,-124.205001,49.299334,W,2021,2021-02-23,winter,DFO Area 14,California,N,738,NA,10,748
Salish Sea,Northwest Bay,-124.205001,49.299334,W,2021,2021-03-22,winter,DFO Area 14,California,N,1504,NA,6,1510
Salish Sea,Parksville,-124.306167,49.3325,W,2002,2002-02-27,winter,DFO Area 14,California,N,0,NA,211,211
Salish Sea,Parksville,-124.306167,49.3325,W,2002,2002-04-04,spring,DFO Area 14,California,N,0,NA,2,2
Salish Sea,Plumper Sound,-123.223334,48.780167,W,1976,1976-12-21,winter,DFO Area 18,California,N,0,NA,0,0
Salish Sea,Plumper Sound,-123.223334,48.780167,W,1977,1977-02-07,winter,DFO Area 18,California,N,0,NA,5,5
Salish Sea,Plumper Sound,-123.223334,48.780167,W,1978,1978-02-09,winter,DFO Area 18,California,N,0,NA,30,30
Salish Sea,Plumper Sound,-123.223334,48.780167,W,1982,1982-02-17,winter,DFO Area 18,California,N,0,NA,45,45
Salish Sea,Plumper Sound,-123.223334,48.780167,W,1985,1985-01-08,winter,DFO Area 18,California,N,0,NA,0,0
Salish Sea,Plumper Sound,-123.223334,48.780167,W,1988,1988-02-16,winter,DFO Area 18,California,N,0,NA,0,0
Salish Sea,Plumper Sound,-123.223334,48.780167,W,1989,1989-02-23,winter,DFO Area 18,California,N,0,NA,1,1
Salish Sea,Plumper Sound,-123.223334,48.780167,W,1992,1992-02-18,winter,DFO Area 18,California,N,0,NA,0,0
Salish Sea,Powell River,-124.550236,49.861018,W,1999,1999-03-04,winter,DFO Area 15,California,N,10,NA,0,10
Salish Sea,Powell River,-124.550236,49.861018,W,1999,1999-04-05,spring,DFO Area 15,California,N,250,NA,0,250
Salish Sea,Powell River,-124.550236,49.861018,W,2000,2000-02-24,winter,DFO Area 15,California,N,75,NA,0,75
Salish Sea,Powell River,-124.550236,49.861018,W,2002,2002-02-27,winter,DFO Area 15,California,N,12,NA,0,12
Salish Sea,Powell River,-124.550236,49.861018,W,2002,2002-04-04,spring,DFO Area 15,California,N,59,NA,0,59
Salish Sea,Powell River,-124.550236,49.861018,W,2003,2003-02-14,winter,DFO Area 15,California,N,0,NA,0,0
Salish Sea,Powell River,-124.550236,49.861018,W,2004,2004-02-10,winter,DFO Area 15,California,N,85,NA,0,85
Salish Sea,Powell River,-124.550236,49.861018,W,2005,2005-02-22,winter,DFO Area 15,California,N,1,NA,0,1
Salish Sea,Powell River,-124.550236,49.861018,W,2009,2009-02-08,winter,DFO Area 15,California,N,0,NA,0,0
Salish Sea,Powell River,-124.550236,49.861018,W,2012,2012-10-21,fall,DFO Area 15,California,N,0,NA,0,0
Salish Sea,Powell River,-124.550236,49.861018,W,2016,2016-10-29,fall,DFO Area 15,California,N,0,NA,0,0
Salish Sea,Powell River,-124.550236,49.861018,W,2017,2017-02-07,winter,DFO Area 15,California,N,0,NA,0,0
Salish Sea,Powell River,-124.550236,49.861018,W,2020,2020-11-20,winter,DFO Area 15,California,N,0,NA,0,0
Salish Sea,Powell River,-124.550236,49.861018,W,2020,2020-12-23,winter,DFO Area 15,California,N,1115,NA,91,1206
Salish Sea,Powell River,-124.550236,49.861018,W,2021,2021-01-18,winter,DFO Area 15,California,N,372,NA,20,392
Salish Sea,Powell River,-124.550236,49.861018,W,2021,2021-02-23,winter,DFO Area 15,California,N,311,NA,96,407
Salish Sea,Powell River,-124.550236,49.861018,W,2021,2021-03-22,winter,DFO Area 15,California,N,43,NA,0,43
Salish Sea,Qualicum Beach,-124.454667,49.357834,W,1986,1986-02-21,winter,DFO Area 14,California,N,0,NA,7,7
Salish Sea,Qualicum Beach,-124.454667,49.357834,W,1988,1988-02-16,winter,DFO Area 14,California,N,0,NA,1,1
Salish Sea,Qualicum Beach,-124.454667,49.357834,W,1989,1989-02-21,winter,DFO Area 14,California,N,0,NA,0,0
Salish Sea,Qualicum Beach,-124.454667,49.357834,W,1990,1990-02-19,winter,DFO Area 14,California,N,0,NA,20,20
Salish Sea,Qualicum Beach,-124.454667,49.357834,W,1992,1992-02-18,winter,DFO Area 14,California,N,0,NA,29,29
Salish Sea,Qualicum Beach,-124.454667,49.357834,W,2002,2002-02-27,winter,DFO Area 14,California,N,0,NA,19,19
Salish Sea,Qualicum Beach,-124.454667,49.357834,W,2002,2002-04-04,spring,DFO Area 14,California,N,0,NA,111,111
Salish Sea,Qualicum Beach,-124.454667,49.357834,W,2003,2003-02-14,winter,DFO Area 14,California,N,0,NA,127,127
Salish Sea,Qualicum Beach,-124.454667,49.357834,W,2005,2005-02-25,winter,DFO Area 14,California,N,0,NA,143,143
Salish Sea,Qualicum Beach,-124.454667,49.357834,W,2017,2017-02-07,winter,DFO Area 14,California,N,0,NA,58,58
Salish Sea,Race Rocks,-123.53151,48.298001,W,1971,1971-12-07,winter,DFO Area 20,California,N,20,NA,0,20
Salish Sea,Race Rocks,-123.53151,48.298001,W,1972,1972-02-25,winter,DFO Area 20,California,N,35,NA,0,35
Salish Sea,Race Rocks,-123.53151,48.298001,W,1976,1976-12-13,winter,DFO Area 20,California,N,83,NA,0,83
Salish Sea,Race Rocks,-123.53151,48.298001,W,1978,1978-02-09,winter,DFO Area 20,California,N,13,NA,0,13
Salish Sea,Race Rocks,-123.53151,48.298001,W,1982,1982-02-17,winter,DFO Area 20,California,N,320,NA,0,320
Salish Sea,Race Rocks,-123.53151,48.298001,W,1984,1984-02-15,winter,DFO Area 20,California,N,799,NA,0,799
Salish Sea,Race Rocks,-123.53151,48.298001,W,1984,1984-10-15,fall,DFO Area 20,California,N,1223,NA,0,1223
Salish Sea,Race Rocks,-123.53151,48.298001,W,1984,1984-12-05,winter,DFO Area 20,California,N,306,NA,0,306
Salish Sea,Race Rocks,-123.53151,48.298001,W,1985,1985-01-08,winter,DFO Area 20,California,N,454,NA,0,454
Salish Sea,Race Rocks,-123.53151,48.298001,W,1985,1985-02-18,winter,DFO Area 20,California,N,239,NA,0,239
Salish Sea,Race Rocks,-123.53151,48.298001,W,1985,1985-02-20,winter,DFO Area 20,California,N,158,NA,0,158
Salish Sea,Race Rocks,-123.53151,48.298001,W,1985,1985-03-29,winter,DFO Area 20,California,N,44,NA,0,44
Salish Sea,Race Rocks,-123.53151,48.298001,W,1985,1985-04-30,spring,DFO Area 20,California,N,87,NA,0,87
Salish Sea,Race Rocks,-123.53151,48.298001,W,1985,1985-05-31,spring,DFO Area 20,California,N,1,NA,0,1
Salish Sea,Race Rocks,-123.53151,48.298001,W,1986,1986-02-27,winter,DFO Area 20,California,N,849,NA,0,849
Salish Sea,Race Rocks,-123.53151,48.298001,W,1986,1986-04-10,spring,DFO Area 20,California,N,164,NA,0,164
Salish Sea,Race Rocks,-123.53151,48.298001,W,1987,1987-02-18,winter,DFO Area 20,California,N,418,NA,0,418
Salish Sea,Race Rocks,-123.53151,48.298001,W,1988,1988-02-18,winter,DFO Area 20,California,N,58,NA,0,58
Salish Sea,Race Rocks,-123.53151,48.298001,W,1989,1989-02-23,winter,DFO Area 20,California,N,55,NA,0,55
Salish Sea,Race Rocks,-123.53151,48.298001,W,1990,1990-02-21,winter,DFO Area 20,California,N,53,NA,0,53
Salish Sea,Race Rocks,-123.53151,48.298001,W,1991,1991-02-22,winter,DFO Area 20,California,N,40,NA,0,40
Salish Sea,Race Rocks,-123.53151,48.298001,W,1992,1992-02-27,winter,DFO Area 20,California,N,96,NA,0,96
Salish Sea,Race Rocks,-123.53151,48.298001,W,1994,1994-02-21,winter,DFO Area 20,California,N,37,NA,0,37
Salish Sea,Race Rocks,-123.53151,48.298001,W,1997,1997-02-13,winter,DFO Area 20,California,N,18,NA,0,18
Salish Sea,Race Rocks,-123.53151,48.298001,W,1998,1998-02-19,winter,DFO Area 20,California,N,41,NA,0,41
Salish Sea,Race Rocks,-123.53151,48.298001,W,1999,1999-03-05,winter,DFO Area 20,California,N,35,NA,0,35
Salish Sea,Race Rocks,-123.53151,48.298001,W,1999,1999-04-06,spring,DFO Area 20,California,N,76,NA,0,76
Salish Sea,Race Rocks,-123.53151,48.298001,W,2000,2000-02-25,winter,DFO Area 20,California,N,55,NA,0,55
Salish Sea,Race Rocks,-123.53151,48.298001,W,2002,2002-02-25,winter,DFO Area 20,California,N,0,NA,0,0
Salish Sea,Race Rocks,-123.53151,48.298001,W,2002,2002-04-03,spring,DFO Area 20,California,N,16,NA,0,16
Salish Sea,Race Rocks,-123.53151,48.298001,W,2003,2003-02-11,winter,DFO Area 20,California,N,5,NA,0,5
Salish Sea,Race Rocks,-123.53151,48.298001,W,2004,2004-02-11,winter,DFO Area 20,California,N,0,NA,0,0
Salish Sea,Race Rocks,-123.53151,48.298001,W,2005,2005-02-24,winter,DFO Area 20,California,N,2,NA,0,2
Salish Sea,Race Rocks,-123.53151,48.298001,W,2005,2005-03-03,winter,DFO Area 20,California,N,0,NA,0,0
Salish Sea,Race Rocks,-123.53151,48.298001,W,2008,2008-09-30,fall,DFO Area 20,California,N,57,NA,0,57
Salish Sea,Race Rocks,-123.53151,48.298001,W,2009,2009-02-02,winter,DFO Area 20,California,N,0,NA,0,0
Salish Sea,Race Rocks,-123.53151,48.298001,W,2009,2009-02-09,winter,DFO Area 20,California,N,0,NA,0,0
Salish Sea,Race Rocks,-123.53151,48.298001,W,2009,2009-04-29,spring,DFO Area 20,California,N,2,NA,0,2
Salish Sea,Race Rocks,-123.53151,48.298001,W,2012,2012-10-25,fall,DFO Area 20,California,N,246,NA,0,246
Salish Sea,Race Rocks,-123.53151,48.298001,W,2016,2016-10-30,fall,DFO Area 20,California,N,806,NA,3,809
Salish Sea,Race Rocks,-123.53151,48.298001,W,2017,2017-02-07,winter,DFO Area 20,California,N,117,NA,9,126
Salish Sea,Race Rocks,-123.53151,48.298001,W,2020,2020-11-21,winter,DFO Area 20,California,N,424,NA,3,427
Salish Sea,Race Rocks,-123.53151,48.298001,W,2020,2020-12-24,winter,DFO Area 20,California,N,379,NA,22,401
Salish Sea,Race Rocks,-123.53151,48.298001,W,2021,2021-01-19,winter,DFO Area 20,California,N,265,NA,8,274
Salish Sea,Race Rocks,-123.53151,48.298001,W,2021,2021-02-24,winter,DFO Area 20,California,N,98,NA,0,98
Salish Sea,Race Rocks,-123.53151,48.298001,W,2021,2021-03-22,winter,DFO Area 20,California,N,34,NA,0,34
Salish Sea,SE Jedediah Island,-124.173948,49.490691,W,2010,ns,winter,DFO Area 16,California,N,NA,NA,NA,NA
Salish Sea,SE Jedediah Island,-124.173948,49.490691,W,2012,2012-10-25,fall,DFO Area 16,California,N,0,NA,0,0
Salish Sea,SE Jedediah Island,-124.173948,49.490691,W,2016,2016-10-30,fall,DFO Area 16,California,N,0,NA,0,0
Salish Sea,SE Jedediah Island,-124.173948,49.490691,W,2017,2017-02-07,winter,DFO Area 16,California,N,0,NA,0,0
