Region,Site,Longitude,Latitude,SiteType,Year,Survey_Date,Season,DFOArea,Species,Inferred,NonPup,Pup,Swimmers,Total
Pacific,Seabird Rocks,-125.155033,48.750183,W,2021,2021-01-19,winter,DFO Area 123,California,N,151,NA,3,154
Pacific,Seabird Rocks,-125.155033,48.750183,W,2021,2021-02-24,winter,DFO Area 123,California,N,53,NA,0,53
Pacific,Seabird Rocks,-125.155033,48.750183,W,2021,2021-03-22,winter,DFO Area 123,California,N,36,NA,0,36
Pacific,Shears Islands,-125.321901,49.000383,W,1987,1987-02-23,winter,DFO Area 23,California,N,0,NA,25,25
Pacific,Shears Islands,-125.321901,49.000383,W,1990,1990-02-21,winter,DFO Area 23,California,N,27,NA,0,27
Pacific,Shears Islands,-125.321901,49.000383,W,1991,1991-02-22,winter,DFO Area 23,California,N,84,NA,0,84
Pacific,Shears Islands,-125.321901,49.000383,W,2002,2002-04-03,spring,DFO Area 23,California,N,0,NA,3,3
Pacific,Shuttleworth-Christensen,-128.131667,50.845,W,1984,1984-03-07,winter,DFO Area 12,California,N,0,NA,0,0
Pacific,Shuttleworth-Christensen,-128.131667,50.845,W,2005,2005-02-24,winter,DFO Area 12,California,N,0,NA,0,0
Pacific,Shuttleworth-Christensen,-128.131667,50.845,W,2016,2016-10-26,fall,DFO Area 12,California,N,0,NA,0,0
Pacific,Shuttleworth-Christensen,-128.131667,50.845,W,2020,2020-11-19,winter,DFO Area 12,California,N,0,NA,0,0
Pacific,Shuttleworth-Christensen,-128.131667,50.845,W,2020,2020-12-22,winter,DFO Area 12,California,N,0,NA,0,0
Pacific,Shuttleworth-Christensen,-128.131667,50.845,W,2021,2021-01-17,winter,DFO Area 12,California,N,0,NA,0,0
Pacific,Shuttleworth-Christensen,-128.131667,50.845,W,2021,2021-02-27,winter,DFO Area 12,California,N,0,NA,0,0
Pacific,Shuttleworth-Christensen,-128.131667,50.845,W,2021,2021-03-22,winter,DFO Area 12,California,N,0,NA,0,0
Pacific,Solander Island,-127.939833,50.111333,W,1971,1971-12-07,winter,DFO Area 27,California,N,0,NA,0,0
Pacific,Solander Island,-127.939833,50.111333,W,1976,1976-12-13,winter,DFO Area 27,California,N,40,NA,0,40
Pacific,Solander Island,-127.939833,50.111333,W,1984,1984-03-07,winter,DFO Area 27,California,N,50,NA,0,50
Pacific,Solander Island,-127.939833,50.111333,W,2005,2005-02-24,winter,DFO Area 27,California,N,3,NA,0,3
Pacific,Solander Island,-127.939833,50.111333,W,2008,2008-10-05,fall,DFO Area 27,California,N,0,NA,0,0
Pacific,Solander Island,-127.939833,50.111333,W,2009,2009-02-09,winter,DFO Area 27,California,N,28,NA,0,28
Pacific,Solander Island,-127.939833,50.111333,W,2009,2009-04-29,spring,DFO Area 27,California,N,91,NA,0,91
Pacific,Solander Island,-127.939833,50.111333,W,2010,2010-01-22,winter,DFO Area 27,California,N,10,NA,0,10
Pacific,Solander Island,-127.939833,50.111333,W,2012,2012-10-19,fall,DFO Area 27,California,N,1,NA,0,1
Pacific,Solander Island,-127.939833,50.111333,W,2016,2016-10-26,fall,DFO Area 27,California,N,28,NA,0,28
Pacific,Solander Island,-127.939833,50.111333,W,2017,2017-01-31,winter,DFO Area 27,California,N,22,NA,4,26
Pacific,Solander Island,-127.939833,50.111333,W,2020,2020-11-19,winter,DFO Area 27,California,N,87,NA,0,87
Pacific,Solander Island,-127.939833,50.111333,W,2020,2020-12-22,winter,DFO Area 27,California,N,36,NA,0,36
Pacific,Solander Island,-127.939833,50.111333,W,2021,2021-01-17,winter,DFO Area 27,California,N,18,NA,1,19
Pacific,Solander Island,-127.939833,50.111333,W,2021,2021-02-27,winter,DFO Area 27,California,N,5,NA,0,5
Pacific,Solander Island,-127.939833,50.111333,W,2021,2021-03-22,winter,DFO Area 27,California,N,0,NA,0,0
Pacific,Sombrio Point,-124.292686,48.484687,W,1971,1971-12-07,winter,DFO Area 20,California,N,48,NA,0,48
Pacific,Sombrio Point,-124.292686,48.484687,W,1972,1972-02-25,winter,DFO Area 20,California,N,2,NA,0,2
Pacific,Sombrio Point,-124.292686,48.484687,W,1976,1976-12-13,winter,DFO Area 20,California,N,16,NA,0,16
Pacific,Sombrio Point,-124.292686,48.484687,W,1984,1984-02-16,winter,DFO Area 20,California,N,93,NA,0,93
Pacific,Sombrio Point,-124.292686,48.484687,W,1984,1984-10-15,fall,DFO Area 20,California,N,344,NA,0,344
Pacific,Sombrio Point,-124.292686,48.484687,W,1984,1984-12-05,winter,DFO Area 20,California,N,107,NA,0,107
Pacific,Sombrio Point,-124.292686,48.484687,W,1985,1985-01-08,winter,DFO Area 20,California,N,42,NA,0,42
Pacific,Sombrio Point,-124.292686,48.484687,W,1985,1985-02-20,winter,DFO Area 20,California,N,38,NA,0,38
Pacific,Sombrio Point,-124.292686,48.484687,W,1985,1985-03-29,winter,DFO Area 20,California,N,102,NA,0,102
Pacific,Sombrio Point,-124.292686,48.484687,W,1985,1985-04-30,spring,DFO Area 20,California,N,19,NA,0,19
Pacific,Sombrio Point,-124.292686,48.484687,W,1985,1985-05-31,spring,DFO Area 20,California,N,0,NA,0,0
Pacific,Sombrio Point,-124.292686,48.484687,W,1986,1986-02-27,winter,DFO Area 20,California,N,87,NA,0,87
Pacific,Sombrio Point,-124.292686,48.484687,W,1987,1987-02-18,winter,DFO Area 20,California,N,19,NA,0,19
Pacific,Sombrio Point,-124.292686,48.484687,W,1988,1988-02-18,winter,DFO Area 20,California,N,0,NA,0,0
Pacific,Sombrio Point,-124.292686,48.484687,W,1989,1989-02-23,winter,DFO Area 20,California,N,0,NA,0,0
Pacific,Sombrio Point,-124.292686,48.484687,W,1990,1990-02-21,winter,DFO Area 20,California,N,12,NA,0,12
Pacific,Sombrio Point,-124.292686,48.484687,W,1992,1992-02-27,winter,DFO Area 20,California,N,55,NA,0,55
Pacific,Sombrio Point,-124.292686,48.484687,W,1994,1994-02-21,winter,DFO Area 20,California,N,0,NA,0,0
Pacific,Sombrio Point,-124.292686,48.484687,W,1998,1998-02-19,winter,DFO Area 20,California,N,1,NA,0,1
Pacific,Sombrio Point,-124.292686,48.484687,W,1999,1999-03-05,winter,DFO Area 20,California,N,3,NA,0,3
Pacific,Sombrio Point,-124.292686,48.484687,W,1999,1999-04-06,spring,DFO Area 20,California,N,0,NA,0,0
Pacific,Sombrio Point,-124.292686,48.484687,W,2002,2002-02-25,winter,DFO Area 20,California,N,0,NA,0,0
Pacific,Sombrio Point,-124.292686,48.484687,W,2002,2002-04-03,spring,DFO Area 20,California,N,0,NA,0,0
Pacific,Sombrio Point,-124.292686,48.484687,W,2003,2003-02-11,winter,DFO Area 20,California,N,0,NA,0,0
Pacific,Sombrio Point,-124.292686,48.484687,W,2005,2005-02-24,winter,DFO Area 20,California,N,0,NA,0,0
Pacific,Sombrio Point,-124.292686,48.484687,W,2005,2005-03-03,winter,DFO Area 20,California,N,0,NA,0,0
Pacific,Sombrio Point,-124.292686,48.484687,W,2008,2008-09-30,fall,DFO Area 20,California,N,27,NA,0,27
Pacific,Sombrio Point,-124.292686,48.484687,W,2009,2009-02-08,winter,DFO Area 20,California,N,0,NA,0,0
Pacific,Sombrio Point,-124.292686,48.484687,W,2012,2012-10-25,fall,DFO Area 20,California,N,260,NA,0,260
Pacific,Sombrio Point,-124.292686,48.484687,W,2016,2016-10-30,fall,DFO Area 20,California,N,563,NA,0,563
Pacific,Sombrio Point,-124.292686,48.484687,W,2017,2017-02-04,winter,DFO Area 20,California,N,25,NA,38,63
Pacific,Sombrio Point,-124.292686,48.484687,W,2020,2020-11-21,winter,DFO Area 20,California,N,472,NA,0,472
Pacific,Sombrio Point,-124.292686,48.484687,W,2020,2020-12-24,winter,DFO Area 20,California,N,700,NA,5,705
Pacific,Sombrio Point,-124.292686,48.484687,W,2021,2021-01-19,winter,DFO Area 20,California,N,578,NA,5,583
Pacific,Sombrio Point,-124.292686,48.484687,W,2021,2021-02-24,winter,DFO Area 20,California,N,123,NA,0,123
Pacific,Sombrio Point,-124.292686,48.484687,W,2021,2021-03-22,winter,DFO Area 20,California,N,67,NA,0,67
Pacific,Sydney Inlet,-126.246333,49.434333,W,1998,1998-03-03,winter,DFO Area 24,California,N,135,NA,0,135
Pacific,Sydney Inlet,-126.246333,49.434333,W,2000,2000-02-25,winter,DFO Area 24,California,N,0,NA,103,103
Pacific,Sydney Inlet,-126.246333,49.434333,W,2002,2002-02-25,winter,DFO Area 24,California,N,71,NA,21,92
Pacific,Sydney Inlet,-126.246333,49.434333,W,2002,2002-04-03,spring,DFO Area 24,California,N,0,NA,0,0
Pacific,Sydney Inlet,-126.246333,49.434333,W,2003,2003-02-12,winter,DFO Area 24,California,N,0,NA,16,16
Pacific,Sydney Inlet,-126.246333,49.434333,W,2004,2004-02-11,winter,DFO Area 24,California,N,4,NA,0,4
Pacific,Sydney Inlet,-126.246333,49.434333,W,2008,2008-10-05,fall,DFO Area 24,California,N,0,NA,0,0
Pacific,Sydney Inlet,-126.246333,49.434333,W,2010,2010-01-22,winter,DFO Area 24,California,N,0,NA,0,0
Pacific,Sydney Inlet,-126.246333,49.434333,W,2012,2012-10-25,fall,DFO Area 24,California,N,0,NA,0,0
Pacific,Sydney Inlet,-126.246333,49.434333,W,2016,2016-10-26,fall,DFO Area 24,California,N,0,NA,0,0
Pacific,Sydney Inlet,-126.246333,49.434333,W,2020,2020-11-19,winter,DFO Area 24,California,N,0,NA,0,0
Pacific,Sydney Inlet,-126.246333,49.434333,W,2020,2020-12-22,winter,DFO Area 24,California,N,0,NA,0,0
Pacific,Sydney Inlet,-126.246333,49.434333,W,2021,2021-01-17,winter,DFO Area 24,California,N,0,NA,0,0
Pacific,Sydney Inlet,-126.246333,49.434333,W,2021,2021-02-27,winter,DFO Area 24,California,N,0,NA,0,0
Pacific,Sydney Inlet,-126.246333,49.434333,W,2021,2021-03-22,winter,DFO Area 24,California,N,0,NA,0,0
Pacific,Triangle Island,-129.08832,50.860341,W,1971,1971-12-09,winter,DFO Area 111,California,N,0,NA,0,0
Pacific,Triangle Island,-129.08832,50.860341,W,1976,1976-12-14,winter,DFO Area 111,California,N,0,NA,0,0
Pacific,Triangle Island,-129.08832,50.860341,W,2008,2008-10-05,fall,DFO Area 111,California,N,0,NA,0,0
Pacific,Triangle Island,-129.08832,50.860341,W,2009,2009-02-08,winter,DFO Area 111,California,N,131,NA,0,131
Pacific,Triangle Island,-129.08832,50.860341,W,2009,2009-04-28,spring,DFO Area 111,California,N,237,NA,0,237
Pacific,Triangle Island,-129.08832,50.860341,W,2009,2009-12-10,winter,DFO Area 111,California,N,179,NA,0,179
Pacific,Triangle Island,-129.08832,50.860341,W,2010,2010-01-22,winter,DFO Area 111,California,N,268,NA,0,268
Pacific,Triangle Island,-129.08832,50.860341,W,2012,2012-10-19,fall,DFO Area 111,California,N,55,NA,0,55
Pacific,Triangle Island,-129.08832,50.860341,W,2016,2016-10-26,fall,DFO Area 111,California,N,592,NA,1,593
Pacific,Triangle Island,-129.08832,50.860341,W,2017,2017-01-31,winter,DFO Area 111,California,N,294,NA,6,300
Pacific,Triangle Island,-129.08832,50.860341,W,2020,2020-11-19,winter,DFO Area 111,California,N,562,NA,0,562
Pacific,Triangle Island,-129.08832,50.860341,W,2020,2020-12-22,winter,DFO Area 111,California,N,241,NA,0,241
Pacific,Triangle Island,-129.08832,50.860341,W,2021,2021-01-17,winter,DFO Area 111,California,N,179,NA,0,179
Pacific,Triangle Island,-129.08832,50.860341,W,2021,2021-02-27,winter,DFO Area 111,California,N,145,NA,0,145
Pacific,Triangle Island,-129.08832,50.860341,W,2021,2021-03-22,winter,DFO Area 111,California,N,68,NA,0,68
Pacific,Ucluelet Harbour,-125.556279,48.950216,W,1987,1987-02-23,winter,DFO Area 23,California,N,0,NA,100,100
Pacific,Ucluelet Harbour,-125.556279,48.950216,W,1998,1998-02-19,winter,DFO Area 23,California,N,0,NA,7,7
Pacific,Ucluelet Harbour,-125.556279,48.950216,W,2004,2004-02-11,winter,DFO Area 23,California,N,0,NA,1,1
Pacific,Ucluelet Harbour,-125.556279,48.950216,W,2010,2010-01-25,winter,DFO Area 23,California,N,0,NA,0,0
Pacific,Ucluelet Harbour,-125.556279,48.950216,W,2012,ns,fall,DFO Area 23,California,N,NA,NA,NA,NA
Pacific,Ucluelet Harbour,-125.556279,48.950216,W,2016,2016-10-30,fall,DFO Area 23,California,N,0,NA,0,0
Pacific,Ucluelet Harbour,-125.556279,48.950216,W,2017,2017-02-04,winter,DFO Area 23,California,N,0,NA,0,0
Pacific,Ucluelet Harbour,-125.556279,48.950216,W,2020,2020-11-21,winter,DFO Area 23,California,N,167,NA,0,167
Pacific,Ucluelet Harbour,-125.556279,48.950216,W,2020,2020-12-22,winter,DFO Area 23,California,N,31,NA,0,31
Pacific,Ucluelet Harbour,-125.556279,48.950216,W,2021,2021-01-17,winter,DFO Area 23,California,N,74,NA,0,74
Pacific,Ucluelet Harbour,-125.556279,48.950216,W,2021,2021-02-24,winter,DFO Area 23,California,N,85,NA,0,85
Pacific,Ucluelet Harbour,-125.556279,48.950216,W,2021,2021-03-22,winter,DFO Area 23,California,N,60,NA,0,60
Pacific,W Forbes Island Islet,-125.428695,48.950737,W,1987,1987-02-23,winter,DFO Area 23,California,N,0,NA,61,61
Pacific,W Forbes Island Islet,-125.428695,48.950737,W,1990,1990-02-21,winter,DFO Area 23,California,N,36,NA,0,36
Pacific,W Forbes Island Islet,-125.428695,48.950737,W,1991,1991-02-22,winter,DFO Area 23,California,N,26,NA,0,26
Pacific,W Forbes Island Islet,-125.428695,48.950737,W,1992,1992-02-27,winter,DFO Area 23,California,N,64,NA,0,64
Pacific,W Forbes Island Islet,-125.428695,48.950737,W,1994,1994-02-21,winter,DFO Area 23,California,N,377,NA,0,377
Pacific,W Forbes Island Islet,-125.428695,48.950737,W,1997,1997-02-20,winter,DFO Area 23,California,N,16,NA,0,16
Pacific,W Forbes Island Islet,-125.428695,48.950737,W,1998,1998-02-19,winter,DFO Area 23,California,N,100,NA,0,100
Pacific,W Forbes Island Islet,-125.428695,48.950737,W,1999,1999-03-05,winter,DFO Area 23,California,N,313,NA,0,313
Pacific,W Forbes Island Islet,-125.428695,48.950737,W,2000,2000-02-25,winter,DFO Area 23,California,N,49,NA,0,49
Pacific,W Forbes Island Islet,-125.428695,48.950737,W,2002,2002-02-25,winter,DFO Area 23,California,N,0,NA,108,108
Pacific,W Forbes Island Islet,-125.428695,48.950737,W,2002,2002-04-03,spring,DFO Area 23,California,N,0,NA,11,11
Pacific,W Forbes Island Islet,-125.428695,48.950737,W,2003,2003-02-11,winter,DFO Area 23,California,N,0,NA,2,2
Pacific,W Forbes Island Islet,-125.428695,48.950737,W,2005,2005-02-24,winter,DFO Area 23,California,N,0,NA,0,0
Pacific,W Forbes Island Islet,-125.428695,48.950737,W,2010,2010-01-25,winter,DFO Area 23,California,N,0,NA,0,0
Pacific,W Hot Springs Cove,-126.323328,49.37396,W,1976,1976-12-13,winter,DFO Area 24,California,N,0,NA,0,0
Pacific,W Hot Springs Cove,-126.323328,49.37396,W,1984,1984-02-16,winter,DFO Area 24,California,N,0,NA,0,0
Pacific,W Hot Springs Cove,-126.323328,49.37396,W,1984,1984-03-07,winter,DFO Area 24,California,N,0,NA,0,0
Pacific,W Hot Springs Cove,-126.323328,49.37396,W,1984,1984-05-14,spring,DFO Area 24,California,N,0,NA,0,0
Pacific,W Hot Springs Cove,-126.323328,49.37396,W,1985,1985-04-03,spring,DFO Area 24,California,N,0,NA,0,0
Pacific,W Hot Springs Cove,-126.323328,49.37396,W,1998,1998-03-03,winter,DFO Area 24,California,N,0,NA,0,0
Pacific,W Hot Springs Cove,-126.323328,49.37396,W,2000,2000-02-25,winter,DFO Area 24,California,N,0,NA,0,0
Pacific,W Hot Springs Cove,-126.323328,49.37396,W,2002,2002-02-25,winter,DFO Area 24,California,N,0,NA,0,0
Pacific,W Hot Springs Cove,-126.323328,49.37396,W,2002,2002-04-03,spring,DFO Area 24,California,N,0,NA,0,0
Pacific,W Hot Springs Cove,-126.323328,49.37396,W,2003,2003-02-12,winter,DFO Area 24,California,N,0,NA,0,0
Pacific,W Hot Springs Cove,-126.323328,49.37396,W,2004,2004-02-11,winter,DFO Area 24,California,N,0,NA,0,0
Pacific,W Hot Springs Cove,-126.323328,49.37396,W,2005,2005-02-24,winter,DFO Area 24,California,N,0,NA,0,0
Pacific,W Hot Springs Cove,-126.323328,49.37396,W,2009,2009-02-09,winter,DFO Area 24,California,N,1,NA,0,1
Pacific,W Hot Springs Cove,-126.323328,49.37396,W,2009,2009-04-29,spring,DFO Area 24,California,N,0,NA,0,0
Pacific,W Hot Springs Cove,-126.323328,49.37396,W,2010,2010-01-22,winter,DFO Area 24,California,N,3,NA,0,3
Pacific,W Hot Springs Cove,-126.323328,49.37396,W,2012,2012-10-25,fall,DFO Area 24,California,N,0,NA,0,0
Pacific,W Hot Springs Cove,-126.323328,49.37396,W,2016,2016-10-26,fall,DFO Area 24,California,N,0,NA,0,0
Pacific,W Hot Springs Cove,-126.323328,49.37396,W,2017,2017-01-31,winter,DFO Area 24,California,N,0,NA,0,0
Pacific,W Hot Springs Cove,-126.323328,49.37396,W,2020,2020-11-19,winter,DFO Area 24,California,N,0,NA,0,0
Pacific,W Hot Springs Cove,-126.323328,49.37396,W,2020,2020-12-22,winter,DFO Area 24,California,N,0,NA,0,0
Pacific,W Hot Springs Cove,-126.323328,49.37396,W,2021,2021-01-17,winter,DFO Area 24,California,N,0,NA,0,0
Pacific,W Hot Springs Cove,-126.323328,49.37396,W,2021,2021-02-27,winter,DFO Area 24,California,N,0,NA,0,0
Pacific,W Hot Springs Cove,-126.323328,49.37396,W,2021,2021-03-22,winter,DFO Area 24,California,N,0,NA,0,0
Pacific,Wilkins Island,-125.327667,48.953501,W,1987,1987-02-23,winter,DFO Area 23,California,N,0,NA,7,7
Pacific,Wilkins Island,-125.327667,48.953501,W,1992,1992-02-27,winter,DFO Area 23,California,N,374,NA,0,374
Pacific,Wilkins Island,-125.327667,48.953501,W,2000,2000-02-25,winter,DFO Area 23,California,N,1,NA,0,1
Pacific,Wouwer-Batley,-125.370122,48.865098,W,1971,1971-12-07,winter,DFO Area 23,California,N,6,NA,0,6
Pacific,Wouwer-Batley,-125.370122,48.865098,W,1972,1972-02-25,winter,DFO Area 23,California,N,40,NA,0,40
Pacific,Wouwer-Batley,-125.370122,48.865098,W,1976,1976-12-13,winter,DFO Area 23,California,N,8,NA,0,8
Pacific,Wouwer-Batley,-125.370122,48.865098,W,1982,1982-02-22,winter,DFO Area 23,California,N,415,NA,0,415
Pacific,Wouwer-Batley,-125.370122,48.865098,W,1982,1982-10-04,spring,DFO Area 23,California,N,0,NA,0,0
Pacific,Wouwer-Batley,-125.370122,48.865098,W,1984,1984-02-16,winter,DFO Area 23,California,N,839,NA,0,839
Pacific,Wouwer-Batley,-125.370122,48.865098,W,1984,1984-05-14,spring,DFO Area 23,California,N,75,NA,0,75
Pacific,Wouwer-Batley,-125.370122,48.865098,W,1984,1984-10-15,fall,DFO Area 23,California,N,338,NA,0,338
Pacific,Wouwer-Batley,-125.370122,48.865098,W,1984,1984-12-05,winter,DFO Area 23,California,N,580,NA,0,580
Pacific,Wouwer-Batley,-125.370122,48.865098,W,1985,1985-01-08,winter,DFO Area 23,California,N,530,NA,0,530
Pacific,Wouwer-Batley,-125.370122,48.865098,W,1985,1985-02-20,winter,DFO Area 23,California,N,0,NA,0,0
Pacific,Wouwer-Batley,-125.370122,48.865098,W,1985,1985-04-03,spring,DFO Area 23,California,N,0,NA,0,0
Pacific,Wouwer-Batley,-125.370122,48.865098,W,1985,1985-04-30,spring,DFO Area 23,California,N,166,NA,0,166
Pacific,Wouwer-Batley,-125.370122,48.865098,W,1985,1985-05-31,spring,DFO Area 23,California,N,0,NA,0,0
Pacific,Wouwer-Batley,-125.370122,48.865098,W,1986,1986-02-27,winter,DFO Area 23,California,N,168,NA,0,168
Pacific,Wouwer-Batley,-125.370122,48.865098,W,1986,1986-02-28,winter,DFO Area 23,California,N,83,NA,0,83
Pacific,Wouwer-Batley,-125.370122,48.865098,W,1987,1987-02-23,winter,DFO Area 23,California,N,142,NA,0,142
Pacific,Wouwer-Batley,-125.370122,48.865098,W,1988,1988-02-18,winter,DFO Area 23,California,N,112,NA,0,112
Pacific,Wouwer-Batley,-125.370122,48.865098,W,1989,1989-02-23,winter,DFO Area 23,California,N,67,NA,0,67
Pacific,Wouwer-Batley,-125.370122,48.865098,W,1990,1990-02-21,winter,DFO Area 23,California,N,20,NA,0,20
Pacific,Wouwer-Batley,-125.370122,48.865098,W,1991,1991-02-22,winter,DFO Area 23,California,N,13,NA,0,13
Pacific,Wouwer-Batley,-125.370122,48.865098,W,1992,1992-02-27,winter,DFO Area 23,California,N,1,NA,0,1
Pacific,Wouwer-Batley,-125.370122,48.865098,W,1994,1994-02-21,winter,DFO Area 23,California,N,103,NA,0,103
Pacific,Wouwer-Batley,-125.370122,48.865098,W,1998,1998-02-19,winter,DFO Area 23,California,N,50,NA,0,50
Pacific,Wouwer-Batley,-125.370122,48.865098,W,1999,1999-03-05,winter,DFO Area 23,California,N,0,NA,0,0
Pacific,Wouwer-Batley,-125.370122,48.865098,W,1999,1999-04-06,spring,DFO Area 23,California,N,10,NA,0,10
Pacific,Wouwer-Batley,-125.370122,48.865098,W,2002,2002-02-25,winter,DFO Area 23,California,N,6,NA,0,6
Pacific,Wouwer-Batley,-125.370122,48.865098,W,2002,2002-04-03,spring,DFO Area 23,California,N,43,NA,0,43
Pacific,Wouwer-Batley,-125.370122,48.865098,W,2003,2003-02-11,winter,DFO Area 23,California,N,0,NA,0,0
Pacific,Wouwer-Batley,-125.370122,48.865098,W,2004,2004-02-11,winter,DFO Area 23,California,N,52,NA,0,52
Pacific,Wouwer-Batley,-125.370122,48.865098,W,2005,2005-02-24,winter,DFO Area 23,California,N,0,NA,0,0
Pacific,Wouwer-Batley,-125.370122,48.865098,W,2005,2005-03-03,winter,DFO Area 23,California,N,0,NA,0,0
Pacific,Wouwer-Batley,-125.370122,48.865098,W,2008,2008-09-30,fall,DFO Area 23,California,N,118,NA,0,118
Pacific,Wouwer-Batley,-125.370122,48.865098,W,2009,2009-02-09,winter,DFO Area 23,California,N,0,NA,0,0
Pacific,Wouwer-Batley,-125.370122,48.865098,W,2009,2009-04-29,spring,DFO Area 23,California,N,3,NA,0,3
Pacific,Wouwer-Batley,-125.370122,48.865098,W,2010,2010-01-22,winter,DFO Area 23,California,N,35,NA,0,35
Pacific,Wouwer-Batley,-125.370122,48.865098,W,2012,2012-10-25,fall,DFO Area 23,California,N,1,NA,0,1
Pacific,Wouwer-Batley,-125.370122,48.865098,W,2016,2016-10-30,fall,DFO Area 23,California,N,0,NA,0,0
Pacific,Wouwer-Batley,-125.370122,48.865098,W,2017,2017-02-04,winter,DFO Area 23,California,N,0,NA,0,0
Pacific,Wouwer-Batley,-125.370122,48.865098,W,2020,2020-11-21,winter,DFO Area 23,California,N,0,NA,0,0
Pacific,Wouwer-Batley,-125.370122,48.865098,W,2020,2020-12-24,winter,DFO Area 23,California,N,0,NA,0,0
Pacific,Wouwer-Batley,-125.370122,48.865098,W,2021,2021-01-19,winter,DFO Area 23,California,N,1,NA,0,1
Pacific,Wouwer-Batley,-125.370122,48.865098,W,2021,2021-02-24,winter,DFO Area 23,California,N,0,NA,0,0
Pacific,Wouwer-Batley,-125.370122,48.865098,W,2021,2021-03-22,winter,DFO Area 23,California,N,0,NA,0,0
Pacific,Wya-Florencia,-125.613725,48.965688,W,1984,1984-02-16,winter,DFO Area 123,California,N,1777,NA,0,1777
Pacific,Wya-Florencia,-125.613725,48.965688,W,1984,1984-03-07,winter,DFO Area 123,California,N,320,NA,0,320
Pacific,Wya-Florencia,-125.613725,48.965688,W,1984,1984-05-14,spring,DFO Area 123,California,N,0,NA,0,0
Pacific,Wya-Florencia,-125.613725,48.965688,W,1984,1984-10-15,fall,DFO Area 123,California,N,0,NA,0,0
Pacific,Wya-Florencia,-125.613725,48.965688,W,1984,1984-12-05,winter,DFO Area 123,California,N,0,NA,0,0
Pacific,Wya-Florencia,-125.613725,48.965688,W,1985,1985-01-08,winter,DFO Area 123,California,N,15,NA,0,15
Pacific,Wya-Florencia,-125.613725,48.965688,W,1985,1985-02-20,winter,DFO Area 123,California,N,1559,NA,0,1559
